ser,date,text,label
11045,2020-03-11T18:00:00.000Z,COVID19 question If you get as a doctor would you try to isolate yourself from wife and or accept they likely already have it too ,negative
11046,2020-03-11T18:00:00.000Z,COVID19 the biggest danger to the global economy since the 2008 financial crisis The worst case scenario had been that growth could be as low as 15 per cent as against 29 per cent in 2019 out Joshi,negative
11047,2020-03-11T18:00:00.000Z,COVID19 grow up girl You need to be acting your age and not 12,negative
11048,2020-03-11T18:00:00.000Z,COVID19 will disproportionately affect people like this man,negative
11049,2020-03-11T18:00:00.000Z,COVID19 pictwittercomyP8rOVWWFg,negative
11050,2020-03-11T18:00:00.000Z,COVID19 pictwittercomR6iipDW46a,negative
11051,2020-03-11T18:00:00.000Z,COVID19 is really by making us all play huh,negative
11052,2020-03-11T18:00:00.000Z,COVID19 is not poor he can afford first class seat,negative
11053,2020-03-11T18:00:00.000Z,COVID19 is a significant impact on how operate This is in addition to industry is already that make complex In this we give you 5 ways to make sure effectively pictwittercomqjBX1ttw0W,positive
11054,2020-03-11T18:00:00.000Z,COVID19 fatality rate is around 7 % in worse than china so all should get trained from china to deal with this pandemic As we should not get panic but stay calm and trust in,negative
11055,2020-03-11T18:00:00.000Z,COVID19 does not discriminate and neither should Show compassion and support for impacted by stigma if you hear see or read misinformation or harassment Discrimination is against the law pictwittercom01X2vtKNnV,positive
11056,2020-03-11T18:00:00.000Z,COVID19 does NOT have to have same impact in YOUR community as in They didnt act quickly for large scale social CHANGE TODAY Limit public interaction make a family plan DO NOT continue Slow the spread,negative
11057,2020-03-11T18:00:00.000Z,COVID19 covid19Canada Canada,negative
11058,2020-03-11T18:00:00.000Z,COVID19 covid19Canada Canada,negative
11059,2020-03-11T18:00:00.000Z,COVID19 pictwittercomIEqacH7iJA,negative
11060,2020-03-11T18:00:00.000Z,COVID19,neutral
11061,2020-03-11T18:00:00.000Z,COVID19 pictwittercomTtNT9X4Wrk,negative
11062,2020-03-11T18:00:00.000Z,COVID19 would smile at his pictwittercom4Nis6VEF08,positive
11063,2020-03-11T18:00:00.000Z,COVID19italia Death toll 1000 in as US travel from Do you know why so many people are dying from COVID19 ,negative
11064,2020-03-11T18:00:00.000Z,Governor of More to Stop Virus COVID19 pictwittercomdD1qzDj99z,negative
11065,2020-03-11T18:00:00.000Z,government told that theyre ready to help us out to fight against COVID19 and us to communicate with them in which we need help But due to the pressure from Minister is still sitting on their request this denial ,positive
11066,2020-03-11T18:00:00.000Z,recovery from COVID19 will be a key factor for vanadium in 2020 said Director,positive
11067,2020-03-11T18:00:00.000Z,China possibly stopped this at the source if they had a free society open any sense of priority that did not put the Communist to discuss the COVID19,negative
11068,2020-03-11T18:00:00.000Z,China and mass US from ; Get big coat on grab toilet roll Wash your Put kettle on be reet COVID19,negative
11069,2020-03-11T18:00:00.000Z,the same person from who to close campus during the worst snow storm of the year the on whether or not classes will be in light of COVID19 pictwittercomKNd36bYnMf,negative
11070,2020-03-11T18:00:00.000Z,Check COVID19,neutral
11071,2020-03-11T18:00:00.000Z,also while they is and access to community testing Why not ? What will it take ? COVID19 pandemic,positive
11072,2020-03-11T18:00:00.000Z,because of COVID19,negative
11073,2020-03-11T18:00:00.000Z,Catholic are until further notice in may be affected in the coming However some smaller may continue during the COVID19 pandemic if the congregation is limited to than 100 people latest Church statement,negative
11074,2020-03-11T18:00:00.000Z,in on all of this madness On second thought dont send cash Soft enough it could sub for but thats a s ! ; y thing to do to a shirt COVID19,positive
11075,2020-03-11T18:00:00.000Z,and the suspend season and trading on are the that and the team are following COVID19 Covid19,negative
11076,2020-03-11T18:00:00.000Z,Cancer struggle to find medical amid outbreak HOPE COVID19,negative
11077,2020-03-11T18:00:00.000Z,Trump2020 4moreyears COVID19 that Democratic debate will be in amid,negative
11078,2020-03-11T18:00:00.000Z,prime minister and his wife are after she to exhibit of covid19,negative
11079,2020-03-11T18:00:00.000Z,Canada needs to be rather than Reactive with this COVID19 Pandemic pictwittercomWDlH91uUhl,positive
11080,2020-03-11T18:00:00.000Z,Canada needs to be rather than Reactive COVID19 pictwittercomAk21k9Q3Oe,positive
11081,2020-03-11T18:00:00.000Z,Canada Prime Minister and wife in as await is COVID19 test,negative
11082,2020-03-11T18:00:00.000Z,Can you tell us how many suspected of COVID19 are in San please ,negative
11083,2020-03-11T18:00:00.000Z,Can we get the covid19 track on the 2020 album ,neutral
11084,2020-03-11T18:00:00.000Z,Can be after to covid19 ?! Can we also address carelessness of the so ,negative
11085,2020-03-11T18:00:00.000Z,Can someone help ? My sister is that COVID19 is 20x more deadly 20x more contagious than flu ; that it EATS IN OUR She is 40 something ; panicked I dont demean her out loud but man am I blown away by her fear,negative
11086,2020-03-11T18:00:00.000Z,Can he be with criminal behavior and stupidity ? Pretty please COVID19,negative
11087,2020-03-11T18:00:00.000Z,Calling all want to prove human ? Pledge right now not to evict any tenant until after the peaked and the vaccine been landlord socialism COVID19 COVID19US,positive
11088,2020-03-11T18:00:00.000Z,the US the Country in the world is A country that does not provide proper for COVID19 and the like is NOT the Country in the world It is a primitive country ,negative
11089,2020-03-11T18:00:00.000Z,Call your doctor if you develop have been in close contact with a person known to have COVID19 or have recently traveled from an area with an active outbreak covid19 pictwittercomDDT6914tJO,positive
11090,2020-03-11T18:00:00.000Z,COVID19 SARSCoV2 COVID,negative
11091,2020-03-11T18:00:00.000Z,COVID19 2876 en 61 pictwittercomAdER1Ih9yo,negative
11092,2020-03-11T18:00:00.000Z,COVID19,neutral
11093,2020-03-11T18:00:00.000Z,COVID19 announcement from pictwittercomux4doQHdUS,negative
11094,2020-03-11T18:00:00.000Z,will pay for the cost of Covid19 diagnostic test for anyone as Do not let a lack of insurance worsen this crisis Video in thread,negative
11095,2020-03-11T18:00:00.000Z,CANTON a new Death due to Update in a few COVID19 SARSCoV2,negative
11096,2020-03-11T18:00:00.000Z,C O V I D 1 9 is about to drop the of all corona covid19,negative
11097,2020-03-11T18:00:00.000Z,all the toilet paper is mildly funny but up all the baby is not only dumb but selfish There are actually who need them just saying covid19 corona,negative
11098,2020-03-11T18:00:00.000Z,But please wait until COVID19 back first,negative
11099,2020-03-11T18:00:00.000Z,But otherwise calm down gain some practical knowledge and stop taking stupid at face value Just look after yourselves and quit all the damn bog roll doesnt even give you the is anyway COVID19 Corona,positive
11100,2020-03-11T18:00:00.000Z,But said he had everything under control ?! COVID19,neutral
11101,2020-03-11T18:00:00.000Z,But claim to be prepared for the COVID19 pandemic so I dont understand how any of this is possible,negative
11102,2020-03-11T18:00:00.000Z,Buffalo I may or may not have 5th hand that the 1st Covid19 case is at the Buffalo General Stay safe and ,negative
11103,2020-03-11T18:00:00.000Z,Magic with but major sports are suspended over a new flu strain I have seen worse in my 31 of life than covid19,negative
11104,2020-03-11T18:00:00.000Z,are quickly to address the ongoing impact of the outbreak COVID19 pictwittercom2monn10N2R,negative
11105,2020-03-11T18:00:00.000Z,Broadway just shut down until 12 due to the COVID19 pandemic,negative
11106,2020-03-11T18:00:00.000Z,Broadway is closed until mid ! COVID19,negative
11107,2020-03-11T18:00:00.000Z,COVID19,neutral
11108,2020-03-11T18:00:00.000Z,; ; Central Kept SHOOTING AT THE ULTIMATE Evil To No Avail COVID19 ,negative
11109,2020-03-11T18:00:00.000Z,Breaking the decision to close as of tomorrow for 14 days will be after 10 days COVID19 formal education in,negative
11110,2020-03-11T18:00:00.000Z,Breaking news everyone ! Stop the ! Sanders that love and solidarity will help cure the outbreak ! Forget about those everyone ! COVID19 Covid19 AnyoneButBernie2020,positive
11111,2020-03-11T18:00:00.000Z,Breaking Summer are being in 1 ; in will reopen on June 1 2020 2 Metric are 3 will not going to be date will be on June 1 COVID19,negative
11112,2020-03-11T18:00:00.000Z,Breaking Satire Probably only a matter of time until snake oil selling like start flogging some COVID19 cure to fund legal watch fund You got any ,negative
11113,2020-03-11T18:00:00.000Z,Breaking that as of tomorrow will be closed for 14 days following 2 of COVID19 in This will be after 10 days Additionally will be closed with immediate effect pictwittercomR7ChrabxC8,negative
11114,2020-03-11T18:00:00.000Z,Breaking News ! The suspended regular season play because of the Quick Take COVID19 COVID19 pictwittercomHnANIz466l,negative
11115,2020-03-11T18:00:00.000Z,Breaking News NO school for WEST public for 2 starting because of Covid 19 FOX61News COVID19,negative
11116,2020-03-11T18:00:00.000Z,Breaking News COVID19 Officially closed for 14 days,negative
11117,2020-03-11T18:00:00.000Z,Breaking News DE Gen Assembly upcoming legislative session due to tentatively 324 but will closer to that time Does this impact your nonprofit ? Call us we can help ! 3027775500 is COVID19 pictwittercommi0mSg86X2,positive
11118,2020-03-11T18:00:00.000Z,Breaking now drastic containment to combat COVID19 school,negative
11119,2020-03-11T18:00:00.000Z,full statement in response to COVID19 is now available to watch Super of and keep our ; informed please share ! For the video please visit,positive
11120,2020-03-11T18:00:00.000Z,official US Army of starting outbreak explanation Fox Business COVID19,negative
11121,2020-03-11T18:00:00.000Z,COVID19 STATISTICS COVID19 How Does Compare to Other ? pictwittercomgymaExqR00,negative
